,team1Player1,team1Player2,team1Player3,team1Player4,team1Player5,team1Player6,team1Player7,team1Player8,team1Player9,team1Player10,team1Player11,team1Player12,team1Player13,team1Player14,team1Player15,team1Player16,team1Player17,team1Player18,team1Golie1,team2Player1,team2Player2,team2Player3,team2Player4,team2Player5,team2Player6,team2Player7,team2Player8,team2Player9,team2Player10,team2Player11,team2Player12,team2Player13,team2Player14,team2Player15,team2Player16,team2Player17,team2Player18,team2Golie1,score
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,D. Alfredsson,M. Cullen,M. Fisher,N. Foligno,C. Kelly,C. Neil,P. Regin,J. Ruutu,R. Shannon,Z. Smith,J. Spezza,J. Winchester,C. Campoli,M. Carkner,E. Karlsson,C. Phillips,A. Sutton,A. Volchenkov,B. Elliott,T. Connolly,M. Ellis,P. Gaustad,M. Grier,J. Hecht,P. Kaleta,T. Kennedy,A. Mair,J. Pominville,D. Roy,D. Stafford,T. Vanek,C. Butler,T. Lydman,S. Montador,T. Myers,C. Rivet,H. Tallinder,R. Miller,0.0
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,T. Bertuzzi,P. Datsyuk,K. Draper,P. Eaves,V. Filppula,J. Franzen,D. Helm,T. Holmstrom,D. Miller,J. Williams,H. Zetterberg,J. Ericsson,N. Kronwall,N. Lidstrom,A. Lilja,D. Meech,B. Rafalski,B. Stuart,J. Howard,D. Boyd,J.P. Dumont,M. Erat,M. Goc,P. Hornqvist,D. Legwand,C. O'Reilly,J. Smithson,N. Spaling,S. Sullivan,J. Tootoo,C. Wilson,F. Bouillon,C. Franson,D. Hamhuis,K. Klein,R. Suter,S. Weber,P. Rinne,0.0
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,M. Ellis,T. Ennis,P. Gaustad,N. Gerbe,M. Grier,J. Hecht,T. Kennedy,A. Mair,M. Mancari,J. Pominville,D. Roy,D. Stafford,T. Lydman,S. Montador,T. Myers,C. Rivet,A. Sekera,H. Tallinder,R. Miller,S. Begin,P. Bergeron,D. Krejci,M. Lucic,D. Paille,M. Recchi,M. Ryder,M. Satan,V. Sobotka,M. Sturm,S. Thornton,B. Wheeler,J. Boychuk,Z. Chara,M. Hunwick,D. Seidenberg,M. Stuart,D. Wideman,T. Rask,0.0
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,D. Brown,A. Frolov,J. Halpern,M. Handzus,A. Kopitar,F. Modin,S. Parse,B. Richardson,W. Simmonds,R. Smyth,J. Stoll,J. Williams,D. Doughty,M. Greene,J. Johnson,R. Jones,S. O'Donnell,R. Scuderi,J. Bernier,D. Boyd,J.P. Dumont,M. Erat,M. Goc,P. Hornqvist,D. Legwand,J. Smithson,N. Spaling,S. Sullivan,J. Tootoo,J. Ward,C. Wilson,F. Bouillon,C. Franson,D. Hamhuis,K. Klein,R. Suter,S. Weber,P. Rinne,0.0
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,B. Bochenski,S. Downie,T. Fedoruk,Z. Konopka,V. Lecavalier,M. Parrish,M. St. Louis,S. Stamkos,P. Szczechura,A. Tanguay,N. Thompson,S. Veilleux,K. Foster,M. Lashoff,M. Lundin,A. Meszaros,V. Mihalik,M. Ohlund,M. Smith,C. Adams,M. Cooke,S. Crosby,P. Dupuis,R. Fedotenko,B. Guerin,T. Kennedy,C. Kunitz,A. Ponikarovsky,M. Rupp,J. Staal,M. Talbot,M. Eaton,A. Goligoski,J. Leopold,K. Letang,J. McKee,B. Orpik,M. Fleury,0.0
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,D. Bowman,Z. Boychuk,R. Brind'Amour,E. Cole,P. Dwyer,J. Jokinen,T. Kostopoulos,C. LaRose,S. Samsonov,E. Staal,B. Sutter,R. Whitney,B. Carson,J. Harrison,J. McBain,J. Pitkanen,B. Pothier,B. Rodney,C. Ward,M. Cammalleri,M. Darche,B. Gionta,S. Gomez,A. Kostitsyn,S. Kostitsyn,M. Lapierre,T. Moen,D. Moore,T. Plekanec,B. Pouliot,M. Bergeron,H. Gill,J. Gorges,R. Hamrlik,A. Markov,R. O'Byrne,J. Spacek,C. Price,0.0
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,M. Beleskey,J. Blake,T. Bodie,N. Bonino,M. Brown,K. Chipchura,S. Koivu,T. Marchant,G. Parros,C. Perry,B. Ryan,T. Selanne,S. Brookbank,S. Eminger,B. Mikkelson,S. Niedermayer,L. Visnovsky,A. Ward,C. McElhinney,M. Duchene,C. Durno,T.J. Galiardi,M. Hejduk,C. McLeod,P. Mueller,R. O'Reilly,K. Porter,P. Stastny,C. Stewart,M. Svatos,D. Tucker,K. Cumiskey,A. Foote,S. Hannan,J. Liles,R. Salei,R. Wilson,C. Anderson,0.0
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,A. Burrows,P. Demitra,T. Glass,M. Grabner,J. Hansen,D. Hordichuk,R. Johnson,R. Kesler,M. Raymond,R. Rypien,H. Sedin,K. Wellwood,A. Alberts,K. Bieksa,A. Edler,C. Ehrhoff,A. Rome,S. Salo,R. Luongo,D. Brown,A. Frolov,J. Halpern,M. Handzus,A. Kopitar,F. Modin,S. Parse,B. Richardson,W. Simmonds,R. Smyth,J. Stoll,J. Williams,D. Doughty,M. Greene,J. Johnson,R. Jones,S. O'Donnell,R. Scuderi,J. Bernier,1.0
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,A. Anisimov,E. Christensen,C. Drury,B. Dubinsky,M. Gaborik,O. Jokinen,C. Locke,P.A. Parenteau,V. Prospal,B. Prust,J. Shelley,A. Voros,M. Del Zotto,A. Eriksson,D. Girardi,W. Redden,M. Rozsival,M. Staal,H. Lundqvist,B. Bochenski,S. Downie,T. Fedoruk,Z. Konopka,V. Lecavalier,M. Parrish,T. Purcell,M. St. Louis,S. Stamkos,P. Szczechura,A. Tanguay,N. Thompson,K. Foster,M. Lashoff,M. Lundin,A. Meszaros,V. Mihalik,M. Ohlund,M. Smith,0.0
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,M. Ellis,T. Ennis,P. Gaustad,N. Gerbe,M. Grier,J. Hecht,T. Kennedy,A. Mair,J. Pominville,D. Roy,D. Stafford,R. Torres,C. Butler,T. Lydman,S. Montador,T. Myers,C. Rivet,H. Tallinder,R. Miller,M. Cammalleri,M. Darche,B. Gionta,S. Gomez,A. Kostitsyn,S. Kostitsyn,M. Lapierre,T. Moen,D. Moore,T. Plekanec,B. Pouliot,T. Pyatt,M. Bergeron,H. Gill,J. Gorges,R. Hamrlik,A. Markov,R. O'Byrne,J. Halak,1.0
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,M. Beleskey,J. Blake,T. Bodie,N. Bonino,M. Brown,K. Chipchura,S. Koivu,T. Marchant,G. Parros,C. Perry,B. Ryan,T. Selanne,S. Brookbank,S. Eminger,B. Festerling,S. Niedermayer,L. Visnovsky,J. Wisniewski,C. McElhinney,D. Brown,A. Frolov,M. Handzus,R. Ivanans,A. Kopitar,F. Modin,S. Parse,B. Richardson,W. Simmonds,R. Smyth,J. Stoll,J. Williams,D. Doughty,M. Greene,J. Johnson,R. Jones,S. O'Donnell,R. Scuderi,J. Quick,0.0
247,D. Boyd,J.P. Dumont,M. Erat,M. Goc,P. Hornqvist,D. Legwand,J. Smithson,N. Spaling,S. Sullivan,J. Tootoo,J. Ward,C. Wilson,F. Bouillon,C. Franson,D. Hamhuis,K. Klein,R. Suter,S. Weber,P. Rinne,T. Bertuzzi,P. Datsyuk,K. Draper,P. Eaves,V. Filppula,J. Franzen,D. Helm,T. Holmstrom,D. Miller,J. Williams,H. Zetterberg,J. Ericsson,N. Kronwall,N. Lidstrom,A. Lilja,D. Meech,B. Rafalski,B. Stuart,J. Howard,0.0
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,A. Anisimov,R. Callahan,E. Christensen,C. Drury,B. Dubinsky,M. Gaborik,O. Jokinen,P.A. Parenteau,V. Prospal,B. Prust,J. Shelley,A. Voros,M. Del Zotto,A. Eriksson,D. Girardi,W. Redden,M. Rozsival,M. Staal,H. Lundqvist,M. Ellis,T. Ennis,P. Gaustad,N. Gerbe,M. Grier,J. Hecht,T. Kennedy,A. Mair,J. Pominville,D. Roy,D. Stafford,R. Torres,C. Butler,T. Lydman,S. Montador,T. Myers,A. Sekera,H. Tallinder,R. Miller,1.0
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,N. Backstrom,J. Beagle,M. Bradley,J. Chimera,E. Fehr,T. Fleischmann,M. Knuble,B. Laich,Q. Laing,A. Ovechkin,A. Semin,T. Sloan,D. Steckel,J. Corvo,J. Erskine,S. Morrisonn,T. Poti,J. Schultz,S. Varlamov,C. Adams,M. Cooke,S. Crosby,P. Dupuis,R. Fedotenko,B. Guerin,T. Kennedy,A. Ponikarovsky,M. Rupp,J. Staal,M. Talbot,M. Eaton,A. Goligoski,S. Gonchar,J. Leopold,K. Letang,J. McKee,B. Orpik,M. Fleury,0.0
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,D. Brown,R. Clune,A. Frolov,M. Handzus,R. Ivanans,A. Kopitar,F. Modin,B. Richardson,W. Simmonds,R. Smyth,J. Stoll,J. Williams,D. Doughty,M. Greene,J. Johnson,R. Jones,S. O'Donnell,R. Scuderi,J. Quick,M. Beleskey,J. Blake,T. Bodie,N. Bonino,M. Brown,K. Chipchura,S. Koivu,T. Marchant,G. Parros,C. Perry,B. Ryan,T. Selanne,S. Brookbank,S. Eminger,S. Niedermayer,L. Visnovsky,A. Ward,J. Wisniewski,C. McElhinney,0.0
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,D. Bowman,Z. Boychuk,R. Brind'Amour,E. Cole,P. Dwyer,J. Jokinen,T. Kostopoulos,C. LaRose,S. Samsonov,E. Staal,B. Sutter,R. Whitney,B. Carson,J. Harrison,J. McBain,J. Pitkanen,B. Pothier,B. Rodney,C. Ward,B. Bochenski,S. Downie,T. Fedoruk,Z. Konopka,V. Lecavalier,R. Malone,T. Purcell,M. St. Louis,S. Stamkos,A. Tanguay,N. Thompson,S. Veilleux,K. Foster,M. Lashoff,M. Lundin,A. Meszaros,M. Ohlund,M. Walker,M. Smith,0.0
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,M. Duchene,T.J. Galiardi,M. Hejduk,M. Hendricks,C. McLeod,R. O'Reilly,K. Porter,P. Stastny,C. Stewart,D. Tucker,S. Yelle,B. Yip,K. Cumiskey,A. Foote,S. Hannan,J. Liles,K. Quincey,R. Wilson,C. Anderson,S. Bernier,A. Burrows,P. Demitra,M. Grabner,J. Hansen,R. Kesler,M. Raymond,R. Rypien,M. Samuelsson,D. Sedin,H. Sedin,K. Wellwood,A. Alberts,K. Bieksa,A. Edler,S. O'Brien,A. Rome,S. Salo,R. Luongo,0.0
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,M. Cammalleri,B. Gionta,S. Gomez,A. Kostitsyn,S. Kostitsyn,M. Lapierre,T. Moen,D. Moore,T. Plekanec,B. Pouliot,T. Pyatt,M. Bergeron,H. Gill,J. Gorges,R. Hamrlik,A. Markov,R. O'Byrne,J. Spacek,J. Halak,Z. Boychuk,R. Brind'Amour,E. Cole,P. Dwyer,J. Jokinen,T. Kostopoulos,C. LaRose,S. Samsonov,E. Staal,B. Sutter,R. Whitney,C. Borer,B. Carson,T. Conboy,J. Harrison,J. McBain,B. Pothier,B. Rodney,C. Ward,1.0
281,D. Alfredsson,M. Cullen,M. Fisher,N. Foligno,C. Kelly,A. Kovalev,M. Michalek,C. Neil,P. Regin,J. Ruutu,J. Spezza,J. Winchester,C. Campoli,M. Carkner,J. Cowen,E. Karlsson,C. Phillips,A. Sutton,B. Elliott,B. Bochenski,S. Downie,T. Fedoruk,Z. Konopka,V. Lecavalier,R. Malone,T. Purcell,M. St. Louis,S. Stamkos,A. Tanguay,N. Thompson,S. Veilleux,K. Foster,V. Hedman,M. Lundin,A. Meszaros,M. Ohlund,M. Walker,M. Smith,1.0
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,D. Bowman,Z. Boychuk,E. Cole,P. Dwyer,J. Jokinen,T. Kostopoulos,C. LaRose,J. Samson,S. Samsonov,E. Staal,B. Sutter,R. Whitney,C. Borer,B. Carson,J. Harrison,J. McBain,B. Pothier,B. Rodney,C. Ward,S. Begin,P. Bergeron,D. Krejci,M. Lucic,D. Paille,M. Recchi,M. Ryder,M. Satan,V. Sobotka,M. Sturm,S. Thornton,B. Wheeler,A. Bodnarchuk,J. Boychuk,Z. Chara,M. Hunwick,A. McQuaid,D. Wideman,T. Rask,1.0
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,A. Cogliano,M. Comrie,S. Horcoff,R. Jones,C. Linglet,E. Moreau,P. O'Sullivan,D. Penner,F. Pisani,R. Potulny,M. Pouliot,Z. Stortini,D. Arsene,T. Chorney,T. Gilbert,A. Johnson,J. Strudwick,R. Whitney,D. Dubnyk,D. Brown,A. Frolov,J. Halpern,M. Handzus,A. Kopitar,F. Modin,S. Parse,B. Richardson,W. Simmonds,R. Smyth,J. Stoll,J. Williams,D. Doughty,M. Greene,J. Johnson,R. Jones,S. O'Donnell,R. Scuderi,J. Quick,0.0
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,T. Bertuzzi,D. Cleary,P. Datsyuk,K. Draper,P. Eaves,V. Filppula,J. Franzen,D. Helm,T. Holmstrom,D. Miller,J. Williams,H. Zetterberg,J. Ericsson,N. Kronwall,N. Lidstrom,A. Lilja,B. Rafalski,B. Stuart,J. Howard,B. Bickell,D. Bolland,B. Eager,C. Fraser,M. Hossa,P. Kane,T. Kopecky,A. Ladd,J. Madden,P. Sharp,J. Toews,K. Versteeg,D. Byfuglien,J. Hendry,N. Hjalmarsson,D. Keith,B. Seabrook,B. Sopel,A. Niemi,0.0
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,D. Alfredsson,M. Cullen,M. Fisher,N. Foligno,C. Kelly,M. Michalek,C. Neil,P. Regin,J. Ruutu,Z. Smith,J. Spezza,J. Winchester,C. Campoli,M. Carkner,E. Karlsson,C. Phillips,A. Sutton,A. Volchenkov,B. Elliott,C. Adams,M. Cooke,S. Crosby,P. Dupuis,R. Fedotenko,B. Guerin,T. Kennedy,C. Kunitz,E. Malkin,A. Ponikarovsky,J. Staal,M. Talbot,M. Eaton,A. Goligoski,S. Gonchar,J. Leopold,K. Letang,B. Orpik,M. Fleury,0.0
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,S. Begin,P. Bergeron,D. Krejci,M. Lucic,D. Paille,M. Recchi,M. Ryder,M. Satan,V. Sobotka,M. Sturm,S. Thornton,B. Wheeler,J. Boychuk,Z. Chara,A. Ference,M. Hunwick,A. McQuaid,D. Wideman,T. Rask,T. Connolly,M. Ellis,T. Ennis,P. Gaustad,M. Grier,P. Kaleta,T. Kennedy,A. Mair,J. Pominville,D. Roy,R. Torres,T. Vanek,T. Lydman,S. Montador,T. Myers,C. Rivet,A. Sekera,H. Tallinder,R. Miller,1.0
311,D. Brown,A. Frolov,J. Halpern,M. Handzus,R. Ivanans,A. Kopitar,F. Modin,B. Richardson,W. Simmonds,R. Smyth,J. Stoll,J. Williams,D. Doughty,M. Greene,J. Johnson,R. Jones,S. O'Donnell,R. Scuderi,J. Quick,S. Bernier,A. Burrows,P. Demitra,J. Hansen,R. Kesler,M. Pettinger,M. Raymond,R. Rypien,M. Samuelsson,D. Sedin,H. Sedin,K. Wellwood,A. Alberts,K. Bieksa,A. Edler,C. Ehrhoff,S. O'Brien,S. Salo,R. Luongo,1.0
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,D. Alfredsson,M. Cullen,M. Fisher,N. Foligno,C. Kelly,C. Neil,P. Regin,J. Ruutu,R. Shannon,Z. Smith,J. Spezza,J. Winchester,C. Campoli,M. Carkner,E. Karlsson,C. Phillips,A. Sutton,A. Volchenkov,B. Elliott,C. Adams,M. Cooke,S. Crosby,P. Dupuis,B. Guerin,T. Kennedy,C. Kunitz,E. Malkin,A. Ponikarovsky,M. Rupp,J. Staal,M. Talbot,M. Eaton,A. Goligoski,S. Gonchar,J. Leopold,K. Letang,B. Orpik,M. Fleury,1.0
314,J. Arnott,J.P. Dumont,M. Erat,M. Goc,P. Hornqvist,D. Legwand,J. Smithson,N. Spaling,S. Sullivan,J. Tootoo,J. Ward,C. Wilson,F. Bouillon,C. Franson,D. Hamhuis,K. Klein,R. Suter,S. Weber,P. Rinne,D. Bolland,T. Brouwer,B. Eager,C. Fraser,M. Hossa,P. Kane,T. Kopecky,A. Ladd,J. Madden,P. Sharp,J. Toews,K. Versteeg,D. Byfuglien,J. Hendry,N. Hjalmarsson,D. Keith,B. Seabrook,B. Sopel,A. Niemi,0.0
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,S. Begin,P. Bergeron,D. Krejci,M. Lucic,D. Paille,M. Recchi,M. Ryder,M. Satan,V. Sobotka,M. Sturm,S. Thornton,B. Wheeler,J. Boychuk,Z. Chara,A. Ference,M. Hunwick,A. McQuaid,D. Wideman,T. Rask,T. Connolly,M. Ellis,T. Ennis,P. Gaustad,M. Grier,P. Kaleta,T. Kennedy,A. Mair,J. Pominville,D. Roy,R. Torres,T. Vanek,T. Lydman,S. Montador,T. Myers,C. Rivet,A. Sekera,H. Tallinder,R. Miller,0.0
319,D. Brown,R. Clune,A. Frolov,J. Halpern,M. Handzus,A. Kopitar,F. Modin,S. Parse,B. Richardson,W. Simmonds,R. Smyth,J. Stoll,D. Doughty,M. Greene,P. Harrold,J. Johnson,S. O'Donnell,R. Scuderi,J. Quick,S. Bernier,A. Burrows,P. Demitra,M. Grabner,J. Hansen,R. Kesler,M. Raymond,R. Rypien,M. Samuelsson,D. Sedin,H. Sedin,K. Wellwood,A. Alberts,K. Bieksa,A. Edler,C. Ehrhoff,S. O'Brien,S. Salo,R. Luongo,0.0
320,M. Cammalleri,M. Darche,B. Gionta,S. Gomez,A. Kostitsyn,S. Kostitsyn,M. Lapierre,T. Moen,D. Moore,T. Plekanec,B. Pouliot,T. Pyatt,M. Bergeron,H. Gill,J. Gorges,R. Hamrlik,A. Markov,J. Spacek,J. Halak,N. Backstrom,E. Belanger,M. Bradley,J. Chimera,E. Fehr,T. Fleischmann,M. Knuble,B. Laich,B. Morrison,A. Ovechkin,A. Semin,D. Steckel,J. Carlson,J. Corvo,M. Green,S. Morrisonn,T. Poti,J. Schultz,S. Varlamov,1.0
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,C. Adams,M. Cooke,S. Crosby,P. Dupuis,B. Guerin,T. Kennedy,C. Kunitz,E. Malkin,A. Ponikarovsky,M. Rupp,J. Staal,M. Talbot,M. Eaton,A. Goligoski,S. Gonchar,K. Letang,J. McKee,B. Orpik,M. Fleury,D. Alfredsson,M. Cullen,M. Fisher,N. Foligno,C. Kelly,C. Neil,P. Regin,J. Ruutu,R. Shannon,Z. Smith,J. Spezza,J. Winchester,C. Campoli,M. Carkner,E. Karlsson,C. Phillips,A. Sutton,A. Volchenkov,B. Elliott,0.0
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,J. Arnott,D. Boyd,J.P. Dumont,M. Erat,M. Goc,D. Legwand,J. Smithson,N. Spaling,S. Sullivan,J. Tootoo,J. Ward,C. Wilson,F. Bouillon,C. Franson,D. Hamhuis,K. Klein,R. Suter,S. Weber,P. Rinne,D. Bolland,T. Brouwer,B. Eager,C. Fraser,M. Hossa,P. Kane,T. Kopecky,A. Ladd,J. Madden,P. Sharp,J. Toews,K. Versteeg,D. Byfuglien,J. Hendry,N. Hjalmarsson,D. Keith,B. Seabrook,B. Sopel,A. Niemi,1.0
